site_id,waterbody_name,municipality,description,latitude,longitude,pwl_id,fips_code,dec_region,nhd_reach_code,watershed_id,old_ribs_id,sampleinfo_present,chem_lab_present,chem_insitu_present,macroinfometrics_present,macroraw_present,habitat_present,userperc_present,"Hardness  (mg/L, as CaCO3) [n, ave, min, max]",Select Summary Statistics:, ,"pH (n, ave, min, max)", ,-- Data Availability --,x,y
12-BATV-14.8,Batavia Kill,Ashland,Off rt 23,42.295294,-74.349868,1202-0001,39,4,2020005000188,H-240- 82-117,N/A,T,T,T,F,F,T,T,[object Promise],,,[object Promise],,,-8276589.4463071,5205316.20287475
12-BATV-17.9,Batavia Kill,Ashland,50 m below rt. 17 bridge.,42.29361,-74.30695,1202-0001,39,4,,H-240-82-117,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8271811.836401236,5205062.771794077
14-BATK-0.5,Batavia Kill,Middletown,100 m above rt. 30 bridge.,42.18167,-74.59333,1403-0102,25,4,,D-70-84,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8303691.512174615,5188231.695093545
11-BACH-0.1,Batcheller Creek,Edinburg,20 m above saratoga co rte 7 bridge.,43.20833,-74.08082,1104-0106,91,5,,H-369-P127-11,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8246639.159948152,5343735.748155577
11-BATT-0.5,Batten Kill,Easton,below bridge.,43.11444,-73.57026,1103-0010,115,5,,H-301,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8189803.880728738,5329407.035573865
11-BATT-6.5,Batten Kill,Greenwich,0.4 miles above hegeman rd. bridge.,43.09083,-73.51278,1103-0010,115,5,,H-301,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8183405.236397942,5325807.33393152
11-BATT-9.6,Batten Kill,Greenwich,off rt. 29.,43.09361,-73.4625,1103-0011,115,5,,H-301,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8177808.092400856,5326231.114889665
11-BATT-10.2,Batten Kill,Jackson,200 m above ray rd. bridge.,43.09833,-73.45694,1103-0011,115,5,,H-301,11031011,T,T,T,T,T,F,F,[object Promise],,,[object Promise],,,-8177189.156032045,5326950.671943877
11-BATT-13.1,Batten Kill,Greenwich,off rt. 29; 0.8 miles above bridge.,43.11538,-73.417097,1103-0011,115,5,,H-301,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8172753.853560368,5329550.381534366
11-BATT-18.0,Batten Kill,Salem,rte 22 bridge; downstream.,43.14528,-73.36472,1103-0012,115,5,,H-301,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8166923.272591091,5334111.152567973
11-BATT-23.6,Batten Kill,Salem,rte 64 bridge; 100 m downstream.,43.0775,-73.34389,1103-0012,115,5,,H-301,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8164604.487597869,5323775.586669512
11-BATT-28.6,Batten Kill,Salem,100 m above rt. 313 parking area.,43.10338,-73.272078,1103-0012,115,5,,H-301,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8156610.412325019,5327720.598434736
11-BATT-34.2,Batten Kill,Arlington (VT),benedict crossing bridge; 200 m above.,43.08805,-73.19778,,,0,,,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8148339.59679806,5325383.572208277
11-BATT-45.6,Batten Kill,Manchester Center (VT),off riverbend rd; walk 50 m above lye bk confluence.,43.14583,-73.05972,,,0,,,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8132970.827899141,5334195.067238434
11-BATT-46.1,Batten Kill,Manchester Center (VT),500 m below manchester stp effluent.,43.15306,-73.05556,,,0,,,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8132507.73881744,5335298.2339290315
11-BATT-46.8,Batten Kill,Manchester Center (VT),union st bridge; 10 m below.,43.16195,-73.0561,,,0,,,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8132567.8513424685,5336654.865381914
14-BAXT-0.3,Baxter Brook,Hancock,rte 30 bridge; 30 m upstream.,42.025,-75.115,1403-0090,25,4,,D-70-23,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8361763.55093674,5164725.0587531
14-BAXT-3.6,Baxter Brook,Hancock,east off houck mountain rd.,42.06929,-75.10797,1403-0090,25,4,,D-70-23,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8360980.974916465,5171364.407628781
06-BEAB-0.3,Bear Brook,Oxford,10 m above cr 32 bridge.,42.38833,-75.62443,0602-0143,17,7,,SR-44-38,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8418473.039131558,5219328.0632822085
10-ADKS11_171-0.2,Bear Brook,Keene,10 m above johns brook trail.,44.18132,-73.82802,1004-0074,31,5,,C- 25-27-36,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8218497.592675615,5493544.881370596
03-BARA-0.3,Bear Creek,Ellisburg,torrey hill rd.,43.733068,-76.130297,0303-0055,45,6,,Ont  45- 4,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8474785.89598068,5424226.338136938
03-BARA-11.5,Bear Creek,Lorraine,brown rd.,43.73607,-75.97264,0303-0055,45,6,,Ont  45- 4,03032209,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8457235.599020682,5424688.840427934
03-BERO-4.4,Bear Creek,Ontario,450 ft east off cr 110.,43.235727,-77.272173,0302-0071,117,8,,Ont  96,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8601898.950849738,5347921.006325707
03-WBERO-0.1,Bear Creek,Ontario,above cr 101 (lake rd).,43.2756,-77.27489,0302-0071,117,3,,Ont-96,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8602201.405906225,5354015.503880506
08-BARE-3.7,Bear Creek,Forestport,bear creek rd. bridge.,43.52942,-75.12756,0801-0429,65,6,,ONT-19-14-3,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8363161.723741104,5392905.310142075
17-KEND-0.6,Bear Gutter Creek,North Castle,5 m below rte 22.,41.11444,-73.72361,1702-0113,119,3,,(MW2.4)  ER-3-P1063-,17025100,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8206874.724641887,5029236.21999817
17-KEND-0.9,Bear Gutter Creek,North Castle,kaysal ct.; 200 m before end.,41.11945,-73.7225,1702-0113,119,3,,(MW2.4)  ER-3-P1063-,,F,F,F,T,T,F,F,[object Promise],,,[object Promise],,,-8206751.160007107,5029976.508875669
12-BEAR-1.5,Bear Kill,Roxbury,hiked down hill to stream from pull-off across from suburban propane.,42.3529,-74.46772,1202-0054,25,4,,H-240-82-P638a-113,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8289708.670936073,5213989.617131304
12-BEAR-3.9,Bear Kill,Roxbury,100 m above rt. 30 bridge.,42.36389,-74.49472,1202-0054,25,4,,H-240-82-P638a-113,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8292714.297187489,5215645.222842113
02-BRLO-4.8,Bear Lake Outlet,Stockton,walk 500 meters east off barnes rd. when you come to coordinates 42.301 / -79.368.,42.301,-79.362,0202-0039,13,9,,PA-63-13-23,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8834537.428335773,5206174.969262497
07-BSWP-0.1,Bear Swamp Creek,Niles,appletree fire lane.,42.82246,-76.32969,0707-0005,11,7,4140201001174,Ont  66-12-29-P193-,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8496982.223208422,5284987.373144794
07-BSWP-1.3,Bear Swamp Creek,Niles,"apple tree point rd.


























10 m upstream.",42.81111,-76.34306,0707-0005,11,7,,ONT-66-12-29-P193-73,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8498470.56480033,5283264.914801854
04-BERD-0.9,Beards Creek,Leicester,100 m below rte 20a bridge.,42.77726,-77.8595,0402-0037,51,8,,ONT-117-6,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8667279.89341888,5278129.767646347
04-BERD-2.5,Beards Creek,Leicester,50 m below river rd. bridge.,42.76778,-77.87361,0402-0037,51,8,,ONT-117-6,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8668850.611433975,5276692.12627127
04-BERD-5.6,Beards Creek,Leicester,peoria rd. 60 m downstream at outflow of beaver dam.,42.798173,-77.889292,0402-0014,51,8,,Ont 117-60-2,,T,F,T,T,T,F,T,[object Promise],,,[object Promise],,,-8670596.32368859,5281302.001233572
08-BEAU-1.9,Beauty Creek,Lyonsdale,at marmon rd. / cr 39 bridge.,43.6037,-75.31306,0801-0347,49,6,,ONT-19-81-2-2,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8383811.489283254,5404317.271957255
09-BVBK-0.1,Beaver Brook,Indian Lake,inlet from blue mountain lake. access from end of eagle nest rd.,43.8648,-74.47869,0903-0200,41,5,,SL- 1-P109..P293-,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8290929.845750073,5444543.4547219025
10-BEAW-2.3,Beaver Brook,Westport,rt 9.,44.23364,-73.38267,1004-0039,31,5,,C- 48,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8168921.4574508285,5501669.989076527
11-BEVS-0.3,Beaver Brook,Salem,cary lane.,43.17167,-73.33305,1103-0004,115,5,,H-31-2-1-2,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8163397.784317665,5338138.3823945215
12-BEVB-0.3,Beaver Brook,Herkimer,5 m above cr 231.,43.02278,-74.92222,1201-0192,43,6,,H-24-172,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8340303.379501615,5315439.838245273
14-BEBR-0.2,Beaver Brook,Highland,20 m above rt. 97 bridge.,41.4825,-74.95028,1401-0089,105,3,,D-30,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8343427.004413272,5083772.924168297
14-BEBR-8.2,Beaver Brook,Tusten,5 m below blind brook rd.,41.57186,-74.91086,1401-0090,105,3,,D-30,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8339038.790086201,5097060.345331825
17-BVBR-0.3,Beaver Brook,Oyster Bay,frost mill rd.; 5-10 m below old rd. bridge in preserve. park at preserve and follow red trail to blue trail.,40.878102,-73.565952,1702-0153,59,1,,(MW4.4a) LIS-OBH-MNC-44 thru 48,17024101,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8189324.316362402,4994378.328945552
01-BEVC-1.1,Beaver Creek,Sheridan,at west middle rd. bridge. just past airport.,42.50187,-79.2683,0105-0016,13,9,,E-31,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8824106.792048441,5236456.1343341665
03-BEEK-4.5,Beaver Creek,Lummisville,lummisville rd.; second choice: ridge rd. town of huron 43.223314 / -76.896993.,43.243124,-76.899616,0302-0062,117,8,,Ont  82/P93 ..,,T,T,T,F,T,T,T,[object Promise],,,[object Promise],,,-8560426.09531827,5349051.319568175
06-BEVR-1.5,Beaver Creek,Columbus,where south brookfield rd. comes close to stream.,42.73444,-75.30972,0601-0053,17,7,,SR-146-44,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8383439.682184007,5271637.864167025
06-BEVR-7.8,Beaver Creek,Brookfield,downstream of skaneateles turnpike bridge.,42.812638,-75.319855,0601-0151,53,7,,SR-146-44,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8384567.905223195,5283496.783290101
07-BVRK-0.3,Beaver Creek,Farmington,mertensia rd.,42.97139,-77.36472,0704-0038,69,8,,ONT-66-12-52-23-46,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8612201.235764185,5307618.126592915
09-BAVR-6.9,Beaver Creek,De Kalb,cr17 bridge. after newcomb rd.,44.52639,-75.40194,0905-0117,89,6,,SL-25-13,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8393705.565624962,5547266.915963052
12-BEVK-2.5,Beaver Creek,Fairfield,5 m above beaver rd. bridge.,43.15306,-74.87944,1201-0159,43,6,,H-240-144-9-5,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8335541.131685479,5335298.2339290315
12-BVCK-0.1,Beaver Creek,Trenton,40 m from fox rd.,43.23639,-75.25278,1201-0014,65,6,,H-240-227-21,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8377101.150378238,5348022.311756272
13-BEVE-0.1,Beaver Kill,Shandaken,25 m below cr 40 bridge (off rte 212).,42.04694,-74.27665,1307-0033,111,3,,H-171/P848-43,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8268438.855830198,5168013.423861474
13-BVKL-0.2,Beaver Kill,Saugerties,30 m below wilhelm rd.,42.14325,-73.96164,1309-0015,111,3,,H-193- 2-12,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8233372.103035413,5182461.811093461
13-WBVKL-6.5,Beaver Kill,Saugerties,downstream of augusta savage rd.,42.088442,-73.976816,1309-0015,111,3,,H-193- 2-12,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8235061.487627691,5174236.847146828
14-BEAV-0.1,Beaver Kill,Hancock,20 m below bridge rd. bridge.,41.98917,-75.12917,1403-0051,25,4,,D-70-20,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8363340.948121283,5159357.300598188
14-BEAV-3.2,Beaver Kill,Hancock,0.5 mi. below rt. 17 bridge.,41.98306,-75.075,1403-0051,25,4,,D-70-20,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8357310.771305012,5158442.251868493
14-BEAV-7.2,Beaver Kill,Colchester,20 m above horton brook rd. bridge.,41.97222,-75.0175,1403-0051,25,4,,D-70-20,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8350909.900584399,5156819.04268557
14-BEAV-10.0,Beaver Kill,Colchester,300 m above cooks brook rd. bridge.,41.94639,-74.97972,1403-0051,25,4,,D-70-20,14032110,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8346704.250222229,5152952.3057586495
14-BEAV-13.8,Beaver Kill,Colchester,off old rt. 17; river close to rd.,41.9565,-74.9349,1403-0051,25,4,,D-70-20,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8341714.910644872,5154465.58058329
14-BEAV-15.6,Beaver Kill,Rockland,20 m above rt.179a bridge; above willowemoc confl.,41.93667,-74.92027,1403-0052,105,3,,D-70-20,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8340086.306494565,5151497.632772286
14-BEAV-18.5,Beaver Kill,Colchester,1.6 mi. below bridge at craigie clair; 450 ft off beaverkill rd.,41.96611,-74.8925,1403-0052,25,4,,D-70-20,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8336994.964235239,5155904.237473326
14-BEAV-22.2,Beaver Kill,Rockland,beaverkill campground; site 85.,41.978533,-74.846998,1403-0052,105,3,,D-70-20,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8331929.704765164,5157764.333769098
14-BEAV-23.0,Beaver Kill,Rockland,100 m below covered bridge.,41.9811,-74.8361,1403-0052,105,3,,D-70-20,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8330716.544954498,5158148.736017491
14-BEAV-26.7,Beaver Kill,Rockland,5 m below bridge.,42.00583,-74.78639,1403-0052,105,3,,D-70-20,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8325182.853067164,5161852.789785223
14-BEAV-39.8,Beaver Kill,Hardenburgh,off beaver kill rd. upstream of balsam lake outlet.,42.011547,-74.60543,1403-0023,111,3,2040102000055,D-70-20,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8305038.478013211,5162709.28561587
06-LBEAV-0.0,Beaver Lake,Windsor,sampled in 2008 as part of lake biomonitoring pilot; composite.,42.0457,-75.66466,0601-0066,7,7,,SR-99-1-P174,,F,F,F,F,T,F,F,[object Promise],,,[object Promise],,,-8422951.422246171,5167827.542507757
01-BEAM-0.1,Beaver Meadow Creek,Java,80 m below rte 78.,42.67204,-78.43686,0103-0004,121,9,,E-1-55,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8731551.314623285,5262185.473779782
08-BEAD-0.1,Beaver Meadow Creek,Watson,15 m below bailey rd. bridge.,43.78167,-75.28394,0801-0221,49,6,,ONT-19-57-5,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8380569.8657113565,5431717.044881759
08-BEEV-0.8,Beaver River,New Bremen,30 m below van amber rd. bridge(cr 33).,43.89806,-75.49389,0801-0197,49,6,,ONT-19-40,08011201,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8403941.392803403,5449680.261974803
08-BEEV-4.0,Beaver River,Croghan,beaver falls rte 126 bridge 10 m below bridge. port shore.,43.88422,-75.44071,0801-0197,49,6,,ONT-19-40,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8398021.422283018,5447542.408704742
08-BEEV-4.9,Beaver River,New Bremen,cr 8 bridge. off rte 126.,43.88332,-75.42606,0801-0197,49,6,,ONT-19-40,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8396390.591742894,5447403.40365563
08-BEEV-8.4,Beaver River,Croghan,75 m below indian river rd. bridge.,43.90361,-75.38834,0801-0273,49,6,,ONT-19-40,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8392191.620550174,5450537.70543629
17-BSWA-0.4,Beaver Swamp Brook,Rye,at cassel ct. near rt 1.,40.95338,-73.72029,1702-0090,119,3,,(MW3.3)  LIS- 9,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8206505.143932456,5005467.65448933
12-BVRC-0.5,Beaverdam Creek,Berne,10 m below rt. 156 bridge.,42.63361,-74.1375,1202-0043,1,4,,H-240-82-67-26,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8252948.748686318,5256368.79538936
12-BVRC-1.3,Beaverdam Creek,Knox,cr 254 bridge.,42.64361,-74.13194,1202-0043,1,4,,H-24-82-67-26,,T,F,T,T,T,T,F,[object Promise],,,[object Promise],,,-8252329.812317506,5257882.027014191
14-BVDM-0.1,Beaverdam Creek,Damascus (PA),pa sr 1004 bridge at junction with 371. near cochecton. ny.,41.7046,-75.06704,1401-0019,105,3,,D-38 thru 52,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8356424.668158295,5116832.152829411
17-BEVD-2.1,Beaverdam Creek,Southampton,upstream of lakeside lande.,40.82763,-72.658648,1701-0104,103,1,,(MW7.5) AO-GSB-178,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8088323.697087701,4986950.277031377
17-BVDC-0.1,Beaverdam Creek,Brookhaven,below beaver dam rd. bridge.,40.771,-72.917,1701-0324,103,1,2030202000645,(MW7.5)  AO-GSB-178.179,17012702,F,T,F,F,F,F,F,[object Promise],,,[object Promise],,,-8117083.310173126,4978622.668679246
17-BVDC-0.4,Beaverdam Creek,Brookhaven,5 m below south country rd. bridge.,40.77806,-72.91583,1701-0104,103,1,,(MW7.5)  AO-GSB-178,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8116953.066368897,4979660.474973882
13-LBVRD-0.0,Beaverdam Lake,New Windsor,"Access type is Public beach, private lake. beach for town residents only; lake district access very likely (contacts available).",41.442001,-74.115898,1303-0021,71,3,2020008007041,H- 89-12-P234,,F,F,F,F,T,F,F,[object Promise],,,[object Promise],,,-8250544.025046199,5077756.943838538
04-BEBE-1.5,Bebee Creek,West Bloomfield,50 m below cr 37 bridge.,42.86033,-77.53836,0402-0067,69,8,,ONT-117-27-28,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8631530.752145527,5290736.754351993
12-WBECK-0.1,Becker Hollow,Hunter,Plateau Mountain Rd.,42.186186,-74.189888,1202-0067,39,4,2020005002095,H-240- 82-145,N/A,T,T,T,F,F,T,T,[object Promise],,,[object Promise],,,-8258780.554169991,5188910.134467277
12-WBECK-0.9,Becker Hollow,Hunter,off becker hollow trail to hunter mtn.,42.181633,-74.204266,1202-0067,39,4,,H-240-82-145,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8260381.1058086185,5188226.136777995
11-BECH-0.2,Beecher Creek,Edinburg,off co rte 4; 10 m above covered bridge.,43.22083,-74.10027,1104-0145,91,5,,H-369-P 127-58,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8248804.324044082,5345645.057046606
13-BEEC-1.4,Beechy Bottom Brook,Stony Point,250 meters east off the palisades parkway at coordinates 41.288056 / -74.025434.,41.287502,-74.0225,1301-0160,87,3,,H- 61,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8240147.00724509,5054841.079584168
02-BHUT-0.2,Beehunter Creek,Red House,footpath bridge in allegehny state park.,42.096733,-78.740358,0201-0032,9,9,,Pa-53-15,,F,F,F,T,T,F,T,[object Promise],,,[object Promise],,,-8765336.557440061,5175480.610055984
01-BMAN-0.3,Beeman Creek,Clarence,10 m below rapids rd. bridge.,43.06947,-78.59766,0102-0030,29,9,,ONT-158-12-9,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8749451.488742843,5322551.87421843
13-BEER-0.4,Beer Kill,Wawarsing,75 m below rte 209 bridge.,41.72,-74.39167,1306-0116,111,3,,H-139-14-38- 3,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8281242.823661244,5119128.644236658
14-BEEB-3.5,Beers Brook,Walton,off of beers brook rd.,42.119651,-75.108847,1404-0048,25,4,2040101000781,D-71-14 thru 32,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8361078.6021098895,5178919.468378055
10-BEHA-1.0,Behan Brook,Saranac,40 m above picketts corner rd.,44.67302,-73.72732,1003-0053,19,5,,C- 15- 11 thru 30 (selected),,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8207287.71995273,5570191.227888017
06-BELD-0.5,Belden Brook,Colesville,10 m below main st. bridge.,42.1809,-75.6236,0601-0129,7,7,,SR-122,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8418380.643954197,5188116.02271075
11-BELL-0.1,Bell Brook,Saratoga Springs,2 m above locust grove rd. bridge.,43.08861,-73.82638,1101-0071,91,5,,H-299-P27-13-5-4,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8218315.028710713,5325468.932735082
11-BELL-1.3,Bell Brook,Greenfield,15 m below canty rd. bridge.,43.10028,-73.84055,1101-0071,91,5,,H-299-P27-13-5-4,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8219892.42589525,5327247.962765462
12-BELN-0.4,Bellinger Brook,Herkimer,Downstream reference,43.022342,-75.000505,1201-0192,43,6,2020004001455,H-240-145 thru 184,N/A,T,T,T,F,F,T,T,[object Promise],,,[object Promise],,,-8349018.025838366,5315373.1456850525
12-BELN-0.6,Bellinger Brook,Herkimer,Bottom of lower concrete section,43.024005,-74.997916,1201-0192,43,6,2020004001455,H-240-145 thru 184,N/A,T,T,T,F,F,T,T,[object Promise],,,[object Promise],,,-8348729.819676703,5315626.366767623
12-BELN-0.9,Bellinger Brook,Herkimer,Top of lower concrete section,43.029434,-74.998213,1201-0192,43,6,2020004001455,H-240-145 thru 184,N/A,T,T,T,F,F,T,T,[object Promise],,,[object Promise],,,-8348762.881565466,5316453.075528917
12-BELN-1.3,Bellinger Brook,Herkimer,Upper concrete section,43.033519,-74.998828,1201-0192,43,6,2020004001455,H-240-145 thru 184,N/A,T,T,T,F,F,T,T,[object Promise],,,[object Promise],,,-8348831.3430523025,5317075.172973814
12-BELN-1.4,Bellinger Brook,Herkimer,Upstream reference,43.035093,-74.999879,1201-0192,43,6,2020004001455,H-240-145 thru 184,N/A,T,T,T,F,F,T,T,[object Promise],,,[object Promise],,,-8348948.339837128,5317314.885709049
17-BMOR-3.3,Bellmore Creek,Hempstead,wantagh state parkway.,40.68167,-73.51528,1701-0204,59,1,,(MW8.2a) EB-224 thru 227 (selected),,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8183683.535124924,4965500.842987547
01-BELS-2.7,Belson Creek,Ripley,30 m below sr 76 culvert.,42.24472,-79.69724,0105-0003,13,9,,E-96-3,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8871856.17442931,5197708.095485405
